company_id,flight_number,scheduled_departure_date_local,difficulty_score,difficulty_class,rank_in_day
UA,1209,2025-08-01,0.43959827833572457,Difficult,62.0
UA,1801,2025-08-01,0.43801563950861494,Difficult,63.0
UA,944,2025-08-01,0.4354523705959113,Difficult,64.0
UA,1564,2025-08-01,0.4354523705959113,Difficult,65.0
OO,5499,2025-08-01,0.42564012498810855,Difficult,66.0
UA,739,2025-08-01,0.4243550749126957,Difficult,67.0
UA,1899,2025-08-01,0.4214164601539063,Difficult,68.0
UA,2005,2025-08-01,0.4117558116396916,Difficult,69.0
UA,1742,2025-08-01,0.4093799623864825,Difficult,70.0
UA,1178,2025-08-01,0.4093432996784199,Difficult,71.0
OO,5320,2025-08-01,0.4080994294194407,Difficult,72.0
UA,2243,2025-08-01,0.40730209670517753,Difficult,73.0
UA,1144,2025-08-01,0.407014239088489,Difficult,74.0
OO,5274,2025-08-01,0.4051626016260162,Difficult,75.0
OO,5915,2025-08-01,0.4030003770595288,Difficult,76.0
UA,1156,2025-08-01,0.40006123513635333,Difficult,77.0
OO,5251,2025-08-01,0.3996585761657145,Difficult,78.0
OO,4636,2025-08-01,0.3986241400875547,Difficult,79.0
UA,929,2025-08-01,0.39369720835402333,Difficult,80.0
OO,5290,2025-08-01,0.39369720835402333,Difficult,81.0
UA,380,2025-08-01,0.3916866946800428,Difficult,82.0
G7,4584,2025-08-01,0.3916866946800428,Difficult,83.0
OO,5309,2025-08-01,0.3916866946800428,Difficult,84.0
OO,5603,2025-08-01,0.3757916439478963,Difficult,85.0
OO,5534,2025-08-01,0.37087221504203377,Difficult,86.0
UA,2039,2025-08-01,0.37056932966023876,Difficult,87.0
OO,5555,2025-08-01,0.36577316268212184,Difficult,88.0
UA,1785,2025-08-01,0.3655469344632896,Difficult,89.0
UA,777,2025-08-01,0.364488112606709,Difficult,90.0
UA,1655,2025-08-01,0.3622682024460681,Difficult,91.0
UA,288,2025-08-01,0.3622682024460681,Difficult,92.0
UA,1708,2025-08-01,0.35886353902087875,Difficult,93.0
UA,2138,2025-08-01,0.35883571727460994,Difficult,94.0
UA,1872,2025-08-01,0.35883571727460994,Difficult,95.0
OO,5138,2025-08-01,0.35883571727460994,Difficult,96.0
UA,374,2025-08-01,0.35646999397661644,Difficult,97.0
G7,4188,2025-08-01,0.35646999397661644,Difficult,98.0
OO,6004,2025-08-01,0.34905149051490514,Difficult,99.0
UA,907,2025-08-01,0.3481640742510308,Difficult,100.0
UA,422,2025-08-01,0.34790377899073555,Difficult,101.0
UA,920,2025-08-01,0.34790377899073555,Difficult,102.0
UA,953,2025-08-01,0.34790377899073555,Difficult,103.0
UA,2155,2025-08-01,0.34790377899073555,Difficult,104.0
UA,2211,2025-08-01,0.34790377899073555,Difficult,105.0
UA,2113,2025-08-01,0.34790377899073555,Difficult,106.0
UA,2627,2025-08-01,0.34790377899073555,Difficult,107.0
UA,1842,2025-08-01,0.3435999454153127,Difficult,108.0
UA,576,2025-08-01,0.34239915204768195,Difficult,109.0
G7,4468,2025-08-01,0.34146045033615136,Difficult,110.0
UA,938,2025-08-01,0.341365317452274,Difficult,111.0
UA,1361,2025-08-01,0.341365317452274,Difficult,112.0
UA,2677,2025-08-01,0.33936228066121304,Medium,113.0
UA,534,2025-08-01,0.33936228066121304,Medium,114.0
UA,1124,2025-08-01,0.33443391552087204,Medium,115.0
UA,1301,2025-08-01,0.3297693951344396,Medium,116.0
UA,769,2025-08-01,0.32309217084579406,Medium,117.0
UA,276,2025-08-01,0.32309217084579406,Medium,118.0
OO,5026,2025-08-01,0.3228787635021737,Medium,119.0
UA,2040,2025-08-01,0.3209493137029369,Medium,120.0
YX,3604,2025-08-01,0.3208813129023484,Medium,121.0
OO,5637,2025-08-01,0.3165537093073325,Medium,122.0
UA,2347,2025-08-01,0.3165537093073325,Medium,123.0
UA,767,2025-08-01,0.3165537093073325,Medium,124.0
UA,2616,2025-08-01,0.3160833625739978,Medium,125.0
YX,3614,2025-08-01,0.3160833625739978,Medium,126.0
UA,1946,2025-08-01,0.31571815718157176,Medium,127.0
UA,2455,2025-08-01,0.31394386749483644,Medium,128.0
UA,1041,2025-08-01,0.31394386749483644,Medium,129.0
OO,5505,2025-08-01,0.31394386749483644,Medium,130.0
UA,1403,2025-08-01,0.31394386749483644,Medium,131.0
OO,5652,2025-08-01,0.31394386749483644,Medium,132.0
G7,4542,2025-08-01,0.31394386749483644,Medium,133.0
UA,1576,2025-08-01,0.31200933948474247,Medium,134.0
OO,5100,2025-08-01,0.30914141414141416,Medium,135.0
UA,987,2025-08-01,0.30728435858329095,Medium,136.0
OO,5392,2025-08-01,0.306674229532993,Medium,137.0
UA,1905,2025-08-01,0.3051769551769552,Medium,138.0
OO,5292,2025-08-01,0.3036127531177291,Medium,139.0
UA,758,2025-08-01,0.3036127531177291,Medium,140.0
OO,5122,2025-08-01,0.3036127531177291,Medium,141.0
UA,291,2025-08-01,0.3036127531177291,Medium,142.0
YX,3520,2025-08-01,0.3036127531177291,Medium,143.0
UA,1983,2025-08-01,0.3018762792046424,Medium,144.0
G7,4546,2025-08-01,0.30035672978421074,Medium,145.0
G7,4173,2025-08-01,0.29973678412548105,Medium,146.0
OO,5414,2025-08-01,0.29973678412548105,Medium,147.0
OO,6002,2025-08-01,0.29973678412548105,Medium,148.0
UA,2202,2025-08-01,0.29760711841932513,Medium,149.0
YX,3601,2025-08-01,0.295778347707866,Medium,150.0
UA,1414,2025-08-01,0.295778347707866,Medium,151.0
OO,5607,2025-08-01,0.295778347707866,Medium,152.0
UA,1594,2025-08-01,0.295778347707866,Medium,153.0
YX,3568,2025-08-01,0.295778347707866,Medium,154.0
OO,5448,2025-08-01,0.295778347707866,Medium,155.0
UA,2370,2025-08-01,0.295778347707866,Medium,156.0
YX,3525,2025-08-01,0.295778347707866,Medium,157.0
YX,3465,2025-08-01,0.295778347707866,Medium,158.0
YX,3663,2025-08-01,0.295778347707866,Medium,159.0
OO,4712,2025-08-01,0.295778347707866,Medium,160.0
YX,3707,2025-08-01,0.295778347707866,Medium,161.0
OO,5124,2025-08-01,0.2957392296693235,Medium,162.0
UA,1291,2025-08-01,0.2957392296693235,Medium,163.0
UA,2106,2025-08-01,0.2940493001362567,Medium,164.0
UA,3,2025-08-01,0.2884729157363428,Medium,165.0
UA,2090,2025-08-01,0.2881845058120003,Medium,166.0
UA,611,2025-08-01,0.2881845058120003,Medium,167.0
UA,2067,2025-08-01,0.2881845058120003,Medium,168.0
YX,3421,2025-08-01,0.2881845058120003,Medium,169.0
UA,1010,2025-08-01,0.2881845058120003,Medium,170.0
UA,307,2025-08-01,0.2881845058120003,Medium,171.0
UA,2099,2025-08-01,0.2881845058120003,Medium,172.0
UA,1834,2025-08-01,0.2881845058120003,Medium,173.0
UA,2389,2025-08-01,0.2881845058120003,Medium,174.0
YX,3655,2025-08-01,0.2881845058120003,Medium,175.0
G7,4530,2025-08-01,0.2881845058120003,Medium,176.0
YX,3464,2025-08-01,0.287197731339801,Medium,177.0
UA,2865,2025-08-01,0.28688686631434723,Medium,178.0
UA,1620,2025-08-01,0.28655848955183766,Medium,179.0
G7,4184,2025-08-01,0.28570166544246905,Medium,180.0
UA,2649,2025-08-01,0.2848107448107448,Medium,181.0
UA,2154,2025-08-01,0.28370273190189965,Medium,182.0
UA,1823,2025-08-01,0.28074809199832085,Medium,183.0
UA,2378,2025-08-01,0.2783228044097609,Medium,184.0
UA,1182,2025-08-01,0.27516123357237715,Medium,185.0
OO,5352,2025-08-01,0.2740706946709255,Medium,186.0
UA,1776,2025-08-01,0.27279551027438365,Medium,187.0
UA,556,2025-08-01,0.27074183808962793,Medium,188.0
UA,1398,2025-08-01,0.26912771130899665,Medium,189.0
OO,5045,2025-08-01,0.26789491963939654,Medium,190.0
OO,5219,2025-08-01,0.26789491963939654,Medium,191.0
OO,5362,2025-08-01,0.26789491963939654,Medium,192.0
UA,2179,2025-08-01,0.2669810597346829,Medium,193.0
UA,695,2025-08-01,0.26552919634140304,Medium,194.0
UA,1989,2025-08-01,0.26552919634140304,Medium,195.0
UA,1583,2025-08-01,0.26552919634140304,Medium,196.0
UA,2494,2025-08-01,0.26552919634140304,Medium,197.0
OO,5810,2025-08-01,0.26552919634140304,Medium,198.0
G7,4461,2025-08-01,0.2637798303530448,Medium,199.0
UA,1146,2025-08-01,0.26362249026706763,Medium,200.0
OO,5964,2025-08-01,0.2635079895949461,Medium,201.0
G7,4186,2025-08-01,0.2634941495858744,Medium,202.0
G7,4504,2025-08-01,0.25982139393542975,Medium,203.0
OO,5260,2025-08-01,0.25982139393542975,Medium,204.0
UA,265,2025-08-01,0.25843956140516045,Medium,205.0
YX,3696,2025-08-01,0.252227552039564,Medium,206.0
UA,1129,2025-08-01,0.25117324747217984,Medium,207.0
OO,5624,2025-08-01,0.250519652700938,Medium,208.0
UA,1347,2025-08-01,0.250519652700938,Medium,209.0
OO,5565,2025-08-01,0.24971055088702146,Medium,210.0
UA,1006,2025-08-01,0.24959404410731842,Medium,211.0
OO,5253,2025-08-01,0.24941540689771227,Medium,212.0
OO,5103,2025-08-01,0.24819218046279864,Medium,213.0
UA,533,2025-08-01,0.24751436962658083,Medium,214.0
UA,445,2025-08-01,0.2438230557923652,Medium,215.0
UA,1044,2025-08-01,0.24161112846768165,Medium,216.0
UA,2426,2025-08-01,0.24024805569360022,Medium,217.0
UA,1324,2025-08-01,0.23881088212212612,Medium,218.0
UA,2278,2025-08-01,0.23788233239560672,Medium,219.0
UA,1803,2025-08-01,0.2370464582229288,Medium,220.0
G7,4519,2025-08-01,0.23615568269537482,Medium,221.0
UA,1387,2025-08-01,0.2359351522340846,Medium,222.0
G7,4416,2025-08-01,0.23473597965123386,Medium,223.0
UA,1923,2025-08-01,0.23378995939738131,Medium,224.0
G7,4458,2025-08-01,0.23141622750795232,Medium,225.0
G7,4491,2025-08-01,0.23026938379260364,Medium,226.0
OO,4638,2025-08-01,0.23026938379260364,Medium,227.0
UA,1612,2025-08-01,0.2274341279917488,Medium,228.0
G7,4185,2025-08-01,0.2242803203755156,Medium,229.0
UA,587,2025-08-01,0.22243824942285043,Medium,230.0
UA,2427,2025-08-01,0.22007255055520916,Medium,231.0
UA,2172,2025-08-01,0.2194340105281581,Medium,232.0
G7,4395,2025-08-01,0.21937972974052852,Medium,233.0
UA,2417,2025-08-01,0.21934640522875815,Medium,234.0
UA,592,2025-08-01,0.217014006442535,Medium,235.0
UA,310,2025-08-01,0.2099243715062924,Medium,236.0
UA,2635,2025-08-01,0.2099243715062924,Medium,237.0
G7,4600,2025-08-01,0.20879598649026768,Medium,238.0
UA,2184,2025-08-01,0.20776497462152785,Medium,239.0
OO,5474,2025-08-01,0.20776497462152785,Medium,240.0
UA,1920,2025-08-01,0.205975358573943,Medium,241.0
UA,1239,2025-08-01,0.19939312492227698,Medium,242.0
OO,4780,2025-08-01,0.19845026332265311,Medium,243.0
OO,5564,2025-08-01,0.19692960135708226,Medium,244.0
UA,349,2025-08-01,0.19535620591382674,Medium,245.0
OO,5593,2025-08-01,0.1935578912521725,Medium,246.0
OO,5868,2025-08-01,0.1935578912521725,Medium,247.0
G7,4406,2025-08-01,0.1930959385688136,Medium,248.0
UA,1616,2025-08-01,0.18959945483455742,Medium,249.0
OO,5038,2025-08-01,0.18741996233521654,Medium,250.0
UA,617,2025-08-01,0.18502509153671942,Medium,251.0
UA,1577,2025-08-01,0.18477541371158393,Medium,252.0
G7,4482,2025-08-01,0.1839975189826207,Medium,253.0
UA,2481,2025-08-01,0.1839975189826207,Medium,254.0
UA,1974,2025-08-01,0.1839975189826207,Medium,255.0
YX,3635,2025-08-01,0.1839975189826207,Medium,256.0
G7,4571,2025-08-01,0.1839975189826207,Medium,257.0
G7,4507,2025-08-01,0.1839975189826207,Medium,258.0
G7,4610,2025-08-01,0.1836354485078383,Medium,259.0
OO,5225,2025-08-01,0.18245108896271686,Medium,260.0
UA,1269,2025-08-01,0.1817541938937356,Medium,261.0
UA,2075,2025-08-01,0.1801181106757315,Medium,262.0
UA,622,2025-08-01,0.17762273901808787,Medium,263.0
OO,5668,2025-08-01,0.17754639964307692,Medium,264.0
OO,5538,2025-08-01,0.174487879960755,Medium,265.0
UA,2147,2025-08-01,0.174487879960755,Medium,266.0
UA,481,2025-08-01,0.174487879960755,Medium,267.0
OO,5275,2025-08-01,0.174487879960755,Medium,268.0
OO,5874,2025-08-01,0.1736664046055134,Medium,269.0
OO,5230,2025-08-01,0.1736643026004728,Medium,270.0
UA,793,2025-08-01,0.1736643026004728,Medium,271.0
G7,4529,2025-08-01,0.171876542080962,Medium,272.0
G7,4558,2025-08-01,0.1702800857100963,Medium,273.0
UA,664,2025-08-01,0.1702800857100963,Medium,274.0
G7,4518,2025-08-01,0.1702800857100963,Medium,275.0
OO,5946,2025-08-01,0.16979043561326534,Medium,276.0
OO,5360,2025-08-01,0.1687594237445255,Medium,277.0
G7,4590,2025-08-01,0.1687594237445255,Medium,278.0
UA,1335,2025-08-01,0.1687594237445255,Medium,279.0
G7,4431,2025-08-01,0.1658319991956503,Medium,280.0
OO,5517,2025-08-01,0.1658319991956503,Medium,281.0
YX,3551,2025-08-01,0.1658319991956503,Medium,282.0
OO,5821,2025-08-01,0.1646102281479814,Medium,283.0
UA,503,2025-08-01,0.1619525908887611,Medium,284.0
UA,1168,2025-08-01,0.1619525908887611,Medium,285.0
OO,5901,2025-08-01,0.1619525908887611,Medium,286.0
OO,5382,2025-08-01,0.16028079659139965,Medium,287.0
OO,5437,2025-08-01,0.15994897133298902,Medium,288.0
G7,4426,2025-08-01,0.15924978472265977,Medium,289.0
G7,4391,2025-08-01,0.15924978472265977,Medium,290.0
UA,468,2025-08-01,0.15823815729978455,Medium,291.0
UA,1273,2025-08-01,0.15823815729978455,Medium,292.0
UA,1996,2025-08-01,0.15823815729978455,Medium,293.0
G7,4549,2025-08-01,0.15632236017378462,Medium,294.0
OO,4792,2025-08-01,0.15632236017378462,Medium,295.0
OO,5833,2025-08-01,0.15632236017378462,Medium,296.0
OO,5526,2025-08-01,0.15632236017378462,Medium,297.0
YX,3493,2025-08-01,0.15632236017378462,Medium,298.0
OO,5125,2025-08-01,0.15607300234074098,Medium,299.0
OO,5108,2025-08-01,0.15607300234074098,Medium,300.0
OO,5344,2025-08-01,0.1550419904720011,Medium,301.0
UA,2430,2025-08-01,0.1550419904720011,Medium,302.0
UA,2008,2025-08-01,0.15455234037517013,Medium,303.0
OO,5836,2025-08-01,0.15211456592312592,Medium,304.0
UA,247,2025-08-01,0.15211456592312592,Medium,305.0
G7,4563,2025-08-01,0.15211456592312592,Medium,306.0
UA,1485,2025-08-01,0.15211456592312592,Medium,307.0
G7,4501,2025-08-01,0.15211456592312592,Medium,308.0
UA,2071,2025-08-01,0.1505939039575551,Medium,309.0
G7,4429,2025-08-01,0.1505939039575551,Medium,310.0
OO,5948,2025-08-01,0.1505939039575551,Medium,311.0
UA,580,2025-08-01,0.1505939039575551,Medium,312.0
OO,4766,2025-08-01,0.1505939039575551,Medium,313.0
OO,5536,2025-08-01,0.14937213290988618,Medium,314.0
OO,5234,2025-08-01,0.14891867034555248,Medium,315.0
UA,1659,2025-08-01,0.14891867034555248,Medium,316.0
OO,5094,2025-08-01,0.14891867034555248,Medium,317.0
UA,881,2025-08-01,0.14891867034555248,Medium,318.0
UA,1677,2025-08-01,0.14891867034555248,Medium,319.0
UA,1967,2025-08-01,0.14891867034555248,Medium,320.0
UA,312,2025-08-01,0.14891867034555248,Medium,321.0
G7,4517,2025-08-01,0.1450427013533044,Medium,322.0
YX,3409,2025-08-01,0.1450427013533044,Medium,323.0
UA,2329,2025-08-01,0.1450427013533044,Medium,324.0
UA,2424,2025-08-01,0.1450427013533044,Medium,325.0
G7,4597,2025-08-01,0.14471087609489378,Medium,326.0
OO,5726,2025-08-01,0.14471087609489378,Medium,327.0
UA,1693,2025-08-01,0.14471087609489378,Medium,328.0
OO,5585,2025-08-01,0.14420897718910963,Medium,329.0
YX,3468,2025-08-01,0.14300006206168933,Medium,330.0
UA,2137,2025-08-01,0.14129210446423943,Medium,331.0
UA,1793,2025-08-01,0.14108426493568937,Medium,332.0
OO,5375,2025-08-01,0.14108426493568937,Medium,333.0
OO,5353,2025-08-01,0.14108426493568937,Medium,334.0
UA,1068,2025-08-01,0.14108426493568937,Medium,335.0
UA,399,2025-08-01,0.14108426493568937,Medium,336.0
OO,5020,2025-08-01,0.14108426493568937,Medium,337.0
OO,5118,2025-08-01,0.14108426493568937,Medium,338.0
UA,2201,2025-08-01,0.14108426493568937,Medium,339.0
UA,2683,2025-08-01,0.14108426493568937,Medium,340.0
UA,1448,2025-08-01,0.14108426493568937,Medium,341.0
UA,1082,2025-08-01,0.14108426493568937,Medium,342.0
UA,1634,2025-08-01,0.14108426493568937,Medium,343.0
UA,600,2025-08-01,0.14108426493568937,Medium,344.0
OO,5420,2025-08-01,0.14108426493568937,Medium,345.0
UA,1859,2025-08-01,0.14108426493568937,Medium,346.0
OO,5250,2025-08-01,0.14108426493568937,Medium,347.0
YX,3542,2025-08-01,0.14108426493568937,Medium,348.0
OO,4789,2025-08-01,0.14108426493568937,Medium,349.0
G7,4552,2025-08-01,0.14108426493568937,Medium,350.0
UA,2280,2025-08-01,0.14083490710264573,Medium,351.0
OO,5819,2025-08-01,0.14083490710264573,Medium,352.0
UA,1205,2025-08-01,0.14083490710264573,Medium,353.0
UA,1617,2025-08-01,0.14083490710264573,Medium,354.0
UA,1314,2025-08-01,0.14083490710264573,Medium,355.0
YX,3523,2025-08-01,0.14083490710264573,Medium,356.0
UA,2658,2025-08-01,0.14083490710264573,Medium,357.0
G7,4436,2025-08-01,0.13904101853277887,Medium,358.0
YX,3628,2025-08-01,0.13708431021358072,Medium,359.0
OO,4790,2025-08-01,0.1368764706850307,Medium,360.0
G7,4380,2025-08-01,0.1368764706850307,Medium,361.0
OO,5469,2025-08-01,0.1368764706850307,Medium,362.0
OO,5444,2025-08-01,0.1368764706850307,Medium,363.0
OO,5435,2025-08-01,0.1368764706850307,Medium,364.0
UA,1413,2025-08-01,0.1368764706850307,Medium,365.0
YX,3718,2025-08-01,0.1368764706850307,Medium,366.0
UA,2691,2025-08-01,0.1368764706850307,Medium,367.0
G7,4387,2025-08-01,0.1368764706850307,Medium,368.0
UA,2661,2025-08-01,0.1368764706850307,Medium,369.0
OO,4791,2025-08-01,0.1368764706850307,Medium,370.0
G7,4568,2025-08-01,0.1368764706850307,Medium,371.0
YX,3641,2025-08-01,0.1368764706850307,Medium,372.0
UA,763,2025-08-01,0.1368764706850307,Medium,373.0
UA,293,2025-08-01,0.1368764706850307,Medium,374.0
OO,5731,2025-08-01,0.1368764706850307,Medium,375.0
OO,5447,2025-08-01,0.1368764706850307,Medium,376.0
UA,1377,2025-08-01,0.1368764706850307,Medium,377.0
UA,2290,2025-08-01,0.1368764706850307,Medium,378.0
G7,4389,2025-08-01,0.1368764706850307,Medium,379.0
UA,561,2025-08-01,0.1368764706850307,Medium,380.0
UA,2657,2025-08-01,0.1368764706850307,Medium,381.0
UA,1878,2025-08-01,0.1368764706850307,Medium,382.0
UA,2189,2025-08-01,0.1368764706850307,Medium,383.0
YX,3569,2025-08-01,0.1368764706850307,Medium,384.0
YX,3603,2025-08-01,0.1368764706850307,Medium,385.0
UA,2100,2025-08-01,0.1368764706850307,Medium,386.0
UA,2440,2025-08-01,0.1368764706850307,Medium,387.0
UA,2144,2025-08-01,0.1368764706850307,Medium,388.0
UA,2004,2025-08-01,0.1368764706850307,Medium,389.0
G7,4554,2025-08-01,0.1368764706850307,Medium,390.0
UA,2177,2025-08-01,0.1368764706850307,Medium,391.0
UA,2226,2025-08-01,0.1368764706850307,Medium,392.0
UA,2618,2025-08-01,0.1368764706850307,Medium,393.0
UA,467,2025-08-01,0.1368764706850307,Medium,394.0
OO,5988,2025-08-01,0.1368764706850307,Medium,395.0
UA,2640,2025-08-01,0.1368764706850307,Medium,396.0
OO,5610,2025-08-01,0.1368764706850307,Medium,397.0
YX,3402,2025-08-01,0.1368764706850307,Medium,398.0
G7,4613,2025-08-01,0.13516504954053082,Medium,399.0
UA,1851,2025-08-01,0.1334904230398236,Medium,400.0
UA,1741,2025-08-01,0.1334904230398236,Medium,401.0
UA,1316,2025-08-01,0.1334904230398236,Medium,402.0
OO,5099,2025-08-01,0.1334904230398236,Medium,403.0
YX,3708,2025-08-01,0.1334904230398236,Medium,404.0
UA,1525,2025-08-01,0.1334904230398236,Medium,405.0
OO,5337,2025-08-01,0.1334904230398236,Medium,406.0
UA,2343,2025-08-01,0.1334904230398236,Medium,407.0
OO,5446,2025-08-01,0.1334904230398236,Medium,408.0
OO,5847,2025-08-01,0.1334904230398236,Medium,409.0
YX,3598,2025-08-01,0.1334904230398236,Medium,410.0
UA,1599,2025-08-01,0.1312066131229158,Medium,411.0
OO,5795,2025-08-01,0.1312066131229158,Medium,412.0
UA,1139,2025-08-01,0.1312066131229158,Medium,413.0
G7,4452,2025-08-01,0.1312066131229158,Medium,414.0
OO,5841,2025-08-01,0.1312066131229158,Medium,415.0
UA,1224,2025-08-01,0.12928262878916494,Medium,416.0
UA,1252,2025-08-01,0.12928262878916494,Medium,417.0
YX,3440,2025-08-01,0.12928262878916494,Medium,418.0
UA,669,2025-08-01,0.12928262878916494,Medium,419.0
UA,1358,2025-08-01,0.12928262878916494,Medium,420.0
YX,3498,2025-08-01,0.12928262878916494,Medium,421.0
UA,2232,2025-08-01,0.12928262878916494,Medium,422.0
UA,1477,2025-08-01,0.12928262878916494,Medium,423.0
OO,5027,2025-08-01,0.12928262878916494,Medium,424.0
OO,5470,2025-08-01,0.12928262878916494,Medium,425.0
UA,490,2025-08-01,0.12928262878916494,Medium,426.0
UA,1297,2025-08-01,0.12928262878916494,Medium,427.0
OO,5215,2025-08-01,0.12928262878916494,Medium,428.0
OO,5427,2025-08-01,0.12928262878916494,Medium,429.0
UA,660,2025-08-01,0.12928262878916494,Medium,430.0
UA,2254,2025-08-01,0.12928262878916494,Medium,431.0
UA,1328,2025-08-01,0.12928262878916494,Medium,432.0
UA,224,2025-08-01,0.12928262878916494,Medium,433.0
UA,359,2025-08-01,0.12928262878916494,Medium,434.0
UA,466,2025-08-01,0.12928262878916494,Medium,435.0
UA,2251,2025-08-01,0.12928262878916494,Medium,436.0
UA,2483,2025-08-01,0.12928262878916494,Medium,437.0
UA,2672,2025-08-01,0.12928262878916494,Medium,438.0
UA,2364,2025-08-01,0.12928262878916494,Medium,439.0
UA,1815,2025-08-01,0.12928262878916494,Medium,440.0
YX,3694,2025-08-01,0.12928262878916494,Medium,441.0
UA,1848,2025-08-01,0.12928262878916494,Medium,442.0
UA,2333,2025-08-01,0.12928262878916494,Medium,443.0
OO,5843,2025-08-01,0.12928262878916494,Medium,444.0
UA,1909,2025-08-01,0.12928262878916494,Medium,445.0
UA,2862,2025-08-01,0.12928262878916494,Medium,446.0
UA,2653,2025-08-01,0.12928262878916494,Medium,447.0
UA,1097,2025-08-01,0.12928262878916494,Medium,448.0
UA,2195,2025-08-01,0.12928262878916494,Medium,449.0
UA,786,2025-08-01,0.12928262878916494,Medium,450.0
UA,2465,2025-08-01,0.12928262878916494,Medium,451.0
OO,5229,2025-08-01,0.12928262878916494,Medium,452.0
OO,5262,2025-08-01,0.12928262878916494,Medium,453.0
OO,5977,2025-08-01,0.12928262878916494,Medium,454.0
OO,5748,2025-08-01,0.12928262878916494,Medium,455.0
UA,2337,2025-08-01,0.12928262878916494,Medium,456.0
UA,1830,2025-08-01,0.12928262878916494,Medium,457.0
OO,5999,2025-08-01,0.12928262878916494,Medium,458.0
G7,4588,2025-08-01,0.12928262878916494,Medium,459.0
OO,5269,2025-08-01,0.12928262878916494,Medium,460.0
YX,3451,2025-08-01,0.12928262878916494,Medium,461.0
G7,4476,2025-08-01,0.12928262878916494,Medium,462.0
OO,5601,2025-08-01,0.12928262878916494,Medium,463.0
OO,5712,2025-08-01,0.12928262878916494,Medium,464.0
OO,5646,2025-08-01,0.12928262878916494,Medium,465.0
